,abortion,eth,male,age,educ,repvote,region,state
45,0,White,-0.5,70+,HS,0.5037553579999999,Northeast,PA
46,0,White,0.5,60-69,Some college,0.35348721299999997,Northeast,MA
47,1,White,-0.5,70+,HS,0.41213068799999997,West,WA
48,0,Black,0.5,30-39,4-Year College,0.42715809899999996,Northeast,NJ
49,0,White,-0.5,70+,Post-grad,0.338717892,West,CA
50,0,White,0.5,18-29,Some college,0.506188355,South,FL
51,1,White,0.5,18-29,Some college,0.5037553579999999,Northeast,PA
52,1,White,0.5,50-59,4-Year College,0.338717892,West,CA
53,1,White,-0.5,18-29,4-Year College,0.5037553579999999,Northeast,PA
54,0,White,-0.5,60-69,HS,0.65670629,South,KY
55,0,White,0.5,50-59,Some college,0.643741436,South,AL
56,1,Hispanic,0.5,50-59,4-Year College,0.506188355,South,FL
57,0,Black,0.5,18-29,Some college,0.519037458,South,NC
58,0,White,0.5,50-59,4-Year College,0.59818561,North Central,MO
59,1,White,-0.5,70+,4-Year College,0.506188355,South,FL
60,0,White,0.5,70+,Post-grad,0.501176682,North Central,MI
61,0,White,-0.5,50-59,Some college,0.338717892,West,CA
62,0,White,0.5,18-29,HS,0.542676846,North Central,OH
63,0,White,0.5,50-59,4-Year College,0.473166666,West,CO
64,0,White,0.5,40-49,4-Year College,0.491681431,North Central,MN
65,1,White,-0.5,18-29,4-Year College,0.382275815,Northeast,NY
66,1,White,0.5,50-59,4-Year College,0.519037458,South,NC
67,0,Other,-0.5,30-39,4-Year College,0.428584525,Northeast,CT
68,0,White,0.5,30-39,4-Year College,0.35348721299999997,Northeast,MA
69,1,White,-0.5,50-59,Some college,0.693047372,South,OK
70,0,White,0.5,40-49,Some college,0.471736237,South,VA
71,1,White,0.5,50-59,HS,0.382275815,Northeast,NY
72,0,White,0.5,60-69,Post-grad,0.6354767410000001,North Central,NE
73,1,Hispanic,0.5,30-39,4-Year College,0.547132256,South,TX
74,1,White,0.5,70+,4-Year College,0.518900234,West,AZ
75,0,White,-0.5,70+,HS,0.382275815,Northeast,NY
76,0,Hispanic,-0.5,18-29,HS,0.338717892,West,CA
77,1,Hispanic,0.5,50-59,Some college,0.547132256,South,TX
78,0,White,0.5,30-39,HS,0.453492051,West,NM
79,0,White,0.5,50-59,Some college,0.338717892,West,CA
80,0,White,0.5,50-59,Post-grad,0.5266117260000001,South,GA
81,1,White,-0.5,50-59,4-Year College,0.519037458,South,NC
82,1,White,-0.5,40-49,HS,0.547132256,South,TX
83,1,White,0.5,50-59,Some college,0.547132256,South,TX
84,1,White,-0.5,18-29,4-Year College,0.6354767410000001,North Central,NE
85,0,White,0.5,60-69,HS,0.5037553579999999,Northeast,PA
86,0,Hispanic,-0.5,18-29,4-Year College,0.547132256,South,TX
87,0,White,0.5,40-49,HS,0.643741436,South,AL
88,1,White,-0.5,50-59,4-Year College,0.519037458,South,NC
89,1,White,0.5,70+,HS,0.542676846,North Central,OH
90,1,White,-0.5,18-29,Some college,0.338717892,West,CA
91,1,Other,0.5,50-59,4-Year College,0.409799486,North Central,IL
92,0,White,-0.5,30-39,Some college,0.542676846,North Central,OH
93,0,Hispanic,0.5,40-49,Some college,0.506188355,South,FL
94,0,Hispanic,-0.5,60-69,4-Year College,0.506188355,South,FL
95,1,White,0.5,60-69,Some college,0.542676846,North Central,OH
96,0,White,-0.5,40-49,Post-grad,0.382275815,Northeast,NY
97,1,Black,-0.5,30-39,Some college,0.5266117260000001,South,GA
98,0,White,0.5,60-69,Some college,0.698092429,North Central,ND
99,0,Other,0.5,30-39,Some college,0.338717892,West,CA
100,1,White,-0.5,30-39,Post-grad,0.5037553579999999,Northeast,PA
101,0,White,-0.5,40-49,4-Year College,0.501176682,North Central,MI
102,0,Black,0.5,18-29,Some college,0.506188355,South,FL
103,0,White,-0.5,50-59,HS,0.438441611,West,OR
104,0,Other,0.5,18-29,Some college,0.338717892,West,CA
105,1,White,-0.5,50-59,HS,0.519037458,South,NC
106,0,White,-0.5,60-69,Post-grad,0.453492051,West,NM
107,1,White,0.5,70+,4-Year College,0.50407989,North Central,WI
108,1,White,-0.5,70+,4-Year College,0.574602564,South,SC
109,0,White,-0.5,30-39,HS,0.471736237,South,VA
110,0,Other,0.5,40-49,Some college,0.501176682,North Central,MI
111,1,White,0.5,50-59,Some college,0.518900234,West,AZ
112,0,White,0.5,30-39,No HS,0.506188355,South,FL
113,0,White,-0.5,40-49,Post-grad,0.438441611,West,OR
114,0,White,-0.5,18-29,Some college,0.42715809899999996,Northeast,NJ
115,0,White,-0.5,18-29,HS,0.501176682,North Central,MI
116,0,White,-0.5,50-59,Some college,0.382275815,Northeast,NY
117,1,White,0.5,18-29,4-Year College,0.338717892,West,CA
118,0,Black,-0.5,18-29,HS,0.35983750299999995,South,MD
119,0,Black,-0.5,18-29,Post-grad,0.501176682,North Central,MI
120,1,White,-0.5,18-29,HS,0.484032089,Northeast,ME
121,0,White,-0.5,40-49,4-Year College,0.471736237,South,VA
122,0,Hispanic,0.5,18-29,Some college,0.501176682,North Central,MI
123,0,White,0.5,18-29,HS,0.542676846,North Central,OH
124,0,White,-0.5,40-49,Some college,0.542676846,North Central,OH
125,1,Black,-0.5,18-29,HS,0.643741436,South,AL
126,0,Hispanic,-0.5,30-39,Post-grad,0.506188355,South,FL
127,0,White,-0.5,40-49,Some college,0.757053196,West,WY
128,1,Hispanic,-0.5,30-39,4-Year College,0.382275815,Northeast,NY
129,0,White,-0.5,18-29,4-Year College,0.41213068799999997,West,WA
130,0,White,0.5,18-29,Some college,0.659718581,North Central,SD
131,0,White,-0.5,40-49,HS,0.409799486,North Central,IL
132,0,Black,-0.5,30-39,4-Year College,0.471736237,South,VA
133,1,Hispanic,0.5,18-29,Some college,0.547132256,South,TX
134,0,White,0.5,40-49,Post-grad,0.42715809899999996,Northeast,NJ
135,1,Black,-0.5,50-59,HS,0.409799486,North Central,IL
136,0,White,-0.5,60-69,HS,0.501176682,North Central,MI
137,1,White,-0.5,50-59,Some college,0.487062906,West,NV
138,1,White,-0.5,40-49,4-Year College,0.42715809899999996,Northeast,NJ
139,0,Hispanic,-0.5,18-29,Some college,0.338717892,West,CA
140,1,White,0.5,60-69,HS,0.42715809899999996,Northeast,NJ
141,1,Other,0.5,30-39,Some college,0.59818561,North Central,MO
142,0,Black,0.5,18-29,HS,0.6017167720000001,South,LA
143,0,White,0.5,70+,4-Year College,0.5266117260000001,South,GA
144,0,White,0.5,30-39,Some college,0.501176682,North Central,MI
145,1,White,-0.5,50-59,Post-grad,0.338717892,West,CA
146,1,White,0.5,70+,HS,0.409799486,North Central,IL
147,0,White,-0.5,60-69,HS,0.409799486,North Central,IL
148,1,White,0.5,50-59,Some college,0.63624343,South,TN
149,0,Hispanic,-0.5,50-59,HS,0.338717892,West,CA
150,0,Black,0.5,50-59,Some college,0.574602564,South,SC
151,0,Black,-0.5,60-69,HS,0.338717892,West,CA
152,1,Black,-0.5,30-39,HS,0.542676846,North Central,OH
153,0,Other,0.5,40-49,4-Year College,0.683101767,West,ID
154,1,Other,-0.5,50-59,Post-grad,0.547132256,South,TX
155,1,White,0.5,70+,Post-grad,0.601173095,North Central,IN
156,1,White,0.5,50-59,4-Year College,0.518900234,West,AZ
157,0,Other,-0.5,18-29,4-Year College,0.5266117260000001,South,GA
158,1,White,0.5,70+,Post-grad,0.473166666,West,CO
159,0,Black,-0.5,60-69,Some college,0.473166666,West,CO
160,0,White,0.5,50-59,Post-grad,0.601173095,North Central,IN
161,0,White,-0.5,50-59,Post-grad,0.506188355,South,FL
162,1,White,-0.5,60-69,Some college,0.42715809899999996,Northeast,NJ
163,0,White,0.5,50-59,4-Year College,0.583856547,West,AK
164,0,White,0.5,60-69,Some college,0.506188355,South,FL
165,0,White,-0.5,60-69,HS,0.428584525,Northeast,CT
166,1,White,-0.5,70+,Some college,0.518900234,West,AZ
167,0,Black,-0.5,50-59,4-Year College,0.42715809899999996,Northeast,NJ
168,1,White,0.5,40-49,4-Year College,0.63624343,South,TN
169,1,White,0.5,18-29,Some college,0.683101767,West,ID
170,0,Hispanic,-0.5,18-29,Some college,0.338717892,West,CA
171,0,White,0.5,40-49,4-Year College,0.5266117260000001,South,GA
172,0,White,-0.5,50-59,Post-grad,0.416892959,Northeast,RI
173,0,White,-0.5,18-29,4-Year College,0.547132256,South,TX
174,1,White,0.5,60-69,HS,0.5037553579999999,Northeast,PA
175,0,White,-0.5,40-49,4-Year College,0.542676846,North Central,OH
176,0,White,0.5,18-29,4-Year College,0.338717892,West,CA
177,0,White,-0.5,50-59,Post-grad,0.471736237,South,VA
178,0,White,-0.5,60-69,4-Year College,0.506188355,South,FL
179,0,White,0.5,70+,4-Year College,0.471736237,South,VA
180,0,White,0.5,60-69,Post-grad,0.338717892,West,CA
181,1,White,0.5,60-69,Some college,0.574602564,South,SC
182,1,Hispanic,0.5,40-49,Some college,0.382275815,Northeast,NY
183,0,White,0.5,30-39,4-Year College,0.42715809899999996,Northeast,NJ
184,1,White,-0.5,50-59,4-Year College,0.338717892,West,CA
185,0,White,0.5,60-69,Some college,0.63624343,South,TN
186,0,White,0.5,70+,Post-grad,0.42715809899999996,Northeast,NJ
187,1,White,0.5,50-59,4-Year College,0.487062906,West,NV
188,0,White,0.5,30-39,4-Year College,0.501176682,North Central,MI
189,0,Black,-0.5,50-59,Some college,0.42715809899999996,Northeast,NJ
190,0,White,0.5,50-59,Some college,0.50407989,North Central,WI
191,1,White,0.5,70+,Post-grad,0.35348721299999997,Northeast,MA
192,1,White,0.5,70+,Post-grad,0.643741436,South,AL
193,0,White,0.5,30-39,Post-grad,0.416892959,Northeast,RI
194,1,White,-0.5,50-59,Some college,0.65670629,South,KY
195,1,White,0.5,50-59,Post-grad,0.6354767410000001,North Central,NE
196,0,White,-0.5,50-59,Post-grad,0.42715809899999996,Northeast,NJ
197,1,White,0.5,40-49,Some college,0.5037553579999999,Northeast,PA
198,1,White,0.5,70+,Post-grad,0.506188355,South,FL
199,0,White,-0.5,50-59,HS,0.416892959,Northeast,RI
200,0,White,-0.5,70+,Some college,0.471736237,South,VA
201,0,White,-0.5,60-69,HS,0.438441611,West,OR
202,0,White,-0.5,50-59,Some college,0.473166666,West,CO
203,1,White,-0.5,70+,HS,0.338717892,West,CA
204,1,White,0.5,60-69,HS,0.5037553579999999,Northeast,PA
205,0,White,0.5,60-69,Some college,0.63624343,South,TN
206,1,Other,-0.5,50-59,4-Year College,0.338717892,West,CA
207,0,White,-0.5,60-69,Some college,0.542676846,North Central,OH
208,0,White,-0.5,40-49,4-Year College,0.518900234,West,AZ
209,0,White,0.5,60-69,Some college,0.601173095,North Central,IN
210,0,White,-0.5,30-39,HS,0.338717892,West,CA
211,0,White,0.5,40-49,HS,0.693047372,South,OK
212,1,White,0.5,50-59,Some college,0.547132256,South,TX
213,0,White,-0.5,70+,HS,0.519037458,South,NC
214,1,White,-0.5,18-29,HS,0.382275815,Northeast,NY
215,0,Black,-0.5,50-59,Post-grad,0.409799486,North Central,IL
216,1,White,0.5,50-59,4-Year College,0.42715809899999996,Northeast,NJ
217,0,Black,0.5,40-49,4-Year College,0.693047372,South,OK
218,0,White,0.5,60-69,Some college,0.547132256,South,TX
219,1,White,-0.5,70+,HS,0.501176682,North Central,MI
220,1,White,0.5,60-69,4-Year College,0.506188355,South,FL
221,1,White,0.5,50-59,Some college,0.438441611,West,OR
222,1,White,0.5,70+,HS,0.5037553579999999,Northeast,PA
223,1,White,0.5,40-49,4-Year College,0.471736237,South,VA
224,1,Other,-0.5,18-29,4-Year College,0.338717892,West,CA
225,0,White,0.5,40-49,Some college,0.547132256,South,TX
226,0,White,-0.5,30-39,Post-grad,0.5037553579999999,Northeast,PA
227,1,White,-0.5,70+,Some college,0.59818561,North Central,MO
228,1,White,0.5,50-59,Some college,0.6111147029999999,North Central,KS
229,1,Black,-0.5,30-39,4-Year College,0.5037553579999999,Northeast,PA
230,0,Hispanic,-0.5,30-39,HS,0.338717892,West,CA
231,0,White,-0.5,60-69,HS,0.382275815,Northeast,NY
232,1,White,-0.5,50-59,HS,0.65670629,South,KY
233,0,White,-0.5,18-29,HS,0.683101767,West,ID
234,1,White,-0.5,60-69,4-Year College,0.518900234,West,AZ
235,1,White,-0.5,30-39,Some college,0.547132256,South,TX
236,1,White,0.5,70+,Some college,0.338717892,West,CA
237,1,White,0.5,30-39,Post-grad,0.382275815,Northeast,NY
238,0,White,0.5,18-29,4-Year College,0.6428513770000001,South,AR
239,1,White,0.5,30-39,No HS,0.63624343,South,TN
240,0,White,0.5,70+,HS,0.643741436,South,AL
241,0,White,0.5,18-29,Some college,0.506188355,South,FL
242,0,Black,0.5,18-29,HS,0.643741436,South,AL
243,1,White,0.5,30-39,4-Year College,0.643741436,South,AL
244,1,White,-0.5,50-59,No HS,0.63624343,South,TN
245,0,White,-0.5,50-59,HS,0.601173095,North Central,IN
246,0,White,-0.5,70+,HS,0.6354767410000001,North Central,NE
247,0,Other,-0.5,30-39,Post-grad,0.547132256,South,TX
248,0,Other,0.5,40-49,HS,0.338717892,West,CA
249,0,White,0.5,40-49,4-Year College,0.487062906,West,NV
250,0,White,0.5,18-29,No HS,0.506188355,South,FL
251,1,White,-0.5,18-29,4-Year College,0.518900234,West,AZ
252,1,White,-0.5,30-39,4-Year College,0.35348721299999997,Northeast,MA
253,1,Black,-0.5,30-39,Post-grad,0.409799486,North Central,IL
254,1,Black,-0.5,18-29,HS,0.519037458,South,NC
255,0,White,-0.5,50-59,HS,0.5037553579999999,Northeast,PA
256,1,White,-0.5,18-29,HS,0.643741436,South,AL
257,0,White,-0.5,30-39,HS,0.5266117260000001,South,GA
258,0,White,0.5,50-59,4-Year College,0.506188355,South,FL
259,1,White,-0.5,18-29,4-Year College,0.473166666,West,CO
260,1,White,-0.5,70+,No HS,0.583856547,West,AK
261,1,White,0.5,18-29,4-Year College,0.574602564,South,SC
262,1,White,-0.5,60-69,4-Year College,0.63624343,South,TN
263,1,White,-0.5,30-39,4-Year College,0.63624343,South,TN
264,1,Black,-0.5,30-39,Some college,0.519037458,South,NC
265,0,White,-0.5,60-69,4-Year College,0.428584525,Northeast,CT
266,1,White,0.5,40-49,4-Year College,0.438441611,West,OR
267,0,White,0.5,40-49,Some college,0.382275815,Northeast,NY
268,0,White,-0.5,18-29,Some college,0.471736237,South,VA
269,0,White,0.5,18-29,4-Year College,0.50407989,North Central,WI
270,0,White,-0.5,30-39,Post-grad,0.473166666,West,CO
271,0,White,-0.5,40-49,HS,0.693047372,South,OK
272,1,White,0.5,70+,Some college,0.338717892,West,CA
273,1,White,-0.5,50-59,HS,0.63624343,South,TN
274,1,White,0.5,30-39,4-Year College,0.643741436,South,AL
275,0,Hispanic,-0.5,18-29,Some college,0.547132256,South,TX
276,0,White,0.5,50-59,4-Year College,0.501176682,North Central,MI
277,0,White,-0.5,50-59,Some college,0.338717892,West,CA
278,1,White,0.5,70+,4-Year College,0.471736237,South,VA
279,0,Hispanic,-0.5,30-39,Some college,0.338717892,West,CA
280,0,White,-0.5,50-59,Some college,0.6111147029999999,North Central,KS
281,1,Other,-0.5,18-29,Some college,0.42715809899999996,Northeast,NJ
282,0,White,-0.5,30-39,Some college,0.382275815,Northeast,NY
283,1,White,0.5,60-69,Some college,0.506188355,South,FL
284,0,White,-0.5,60-69,HS,0.65670629,South,KY
285,0,Black,-0.5,40-49,Some college,0.35983750299999995,South,MD
286,1,White,0.5,50-59,HS,0.35348721299999997,Northeast,MA
287,0,Black,-0.5,18-29,4-Year College,0.338717892,West,CA
288,1,White,-0.5,70+,HS,0.42715809899999996,Northeast,NJ
289,1,White,-0.5,70+,4-Year College,0.547132256,South,TX
290,1,White,-0.5,50-59,HS,0.6354767410000001,North Central,NE
291,0,White,-0.5,30-39,HS,0.6354767410000001,North Central,NE
292,1,White,0.5,30-39,HS,0.63624343,South,TN
293,0,Other,-0.5,18-29,Some college,0.41213068799999997,West,WA
294,1,White,0.5,60-69,4-Year College,0.438441611,West,OR
295,0,White,-0.5,40-49,4-Year College,0.491681431,North Central,MN
296,0,Black,0.5,18-29,4-Year College,0.721610523,South,WV
297,1,White,-0.5,18-29,Some college,0.338717892,West,CA
298,0,White,-0.5,70+,HS,0.501176682,North Central,MI
299,1,White,0.5,60-69,HS,0.506188355,South,FL
300,0,White,-0.5,50-59,Some college,0.542676846,North Central,OH
301,1,White,0.5,18-29,Some college,0.519037458,South,NC
302,0,Hispanic,-0.5,18-29,Some college,0.338717892,West,CA
303,0,White,0.5,40-49,HS,0.519037458,South,NC
304,1,White,0.5,70+,4-Year College,0.338717892,West,CA
305,0,Hispanic,-0.5,50-59,HS,0.547132256,South,TX
306,1,White,0.5,40-49,Some college,0.484032089,Northeast,ME
307,0,Other,0.5,70+,Post-grad,0.41213068799999997,West,WA
308,1,White,-0.5,40-49,Some college,0.6111147029999999,North Central,KS
309,1,White,-0.5,18-29,HS,0.63624343,South,TN
310,0,Black,-0.5,40-49,Post-grad,0.547132256,South,TX
311,1,White,0.5,60-69,4-Year College,0.5266117260000001,South,GA
312,0,White,0.5,40-49,Some college,0.547132256,South,TX
313,1,White,-0.5,50-59,HS,0.471736237,South,VA
314,0,White,-0.5,18-29,HS,0.693047372,South,OK
315,1,Other,0.5,50-59,4-Year College,0.41213068799999997,West,WA
316,1,White,-0.5,50-59,Post-grad,0.382275815,Northeast,NY
317,0,Hispanic,0.5,40-49,Some college,0.506188355,South,FL
318,0,White,-0.5,50-59,Some college,0.338717892,West,CA
319,0,White,0.5,40-49,Post-grad,0.35983750299999995,South,MD
320,0,White,-0.5,60-69,4-Year College,0.35983750299999995,South,MD
321,1,White,0.5,70+,HS,0.6428513770000001,South,AR
322,0,White,0.5,18-29,HS,0.428584525,Northeast,CT
323,0,White,0.5,40-49,Some college,0.338717892,West,CA
324,1,White,0.5,70+,4-Year College,0.50407989,North Central,WI
325,1,White,0.5,50-59,HS,0.338717892,West,CA
326,0,White,-0.5,30-39,4-Year College,0.63624343,South,TN
327,1,Black,0.5,30-39,HS,0.643741436,South,AL
328,1,Black,-0.5,50-59,HS,0.574602564,South,SC
329,0,Hispanic,0.5,30-39,4-Year College,0.547132256,South,TX
330,1,Black,0.5,30-39,4-Year College,0.338717892,West,CA
331,0,Black,-0.5,30-39,Some college,0.471736237,South,VA
332,1,Other,0.5,50-59,Post-grad,0.506188355,South,FL
333,0,White,0.5,70+,Post-grad,0.547132256,South,TX
334,0,White,0.5,50-59,4-Year College,0.518900234,West,AZ
335,1,White,-0.5,70+,Post-grad,0.547132256,South,TX
336,1,White,0.5,70+,Some college,0.542676846,North Central,OH
337,0,Other,-0.5,60-69,Some college,0.721610523,South,WV
338,0,White,-0.5,60-69,No HS,0.506188355,South,FL
339,0,White,-0.5,60-69,4-Year College,0.42715809899999996,Northeast,NJ
340,0,White,0.5,70+,HS,0.542676846,North Central,OH
341,0,Other,0.5,30-39,Some college,0.547132256,South,TX
342,1,White,0.5,60-69,HS,0.484032089,Northeast,ME
343,0,Black,-0.5,50-59,4-Year College,0.590898473,South,MS
344,0,White,0.5,18-29,4-Year College,0.409799486,North Central,IL
345,0,White,-0.5,18-29,4-Year College,0.5037553579999999,Northeast,PA
346,0,White,-0.5,18-29,Post-grad,0.382275815,Northeast,NY
347,0,Black,-0.5,60-69,HS,0.590898473,South,MS
348,1,White,0.5,30-39,Some college,0.65670629,South,KY
349,0,Black,-0.5,50-59,HS,0.382275815,Northeast,NY
350,1,White,0.5,70+,Some college,0.5266117260000001,South,GA
351,0,Other,-0.5,60-69,4-Year College,0.409799486,North Central,IL
352,1,White,-0.5,50-59,Some college,0.547132256,South,TX
353,1,White,-0.5,70+,HS,0.338717892,West,CA
354,0,Black,-0.5,50-59,Some college,0.409799486,North Central,IL
355,0,White,-0.5,50-59,4-Year College,0.35348721299999997,Northeast,MA
356,1,White,0.5,50-59,Post-grad,0.338717892,West,CA
357,1,White,0.5,30-39,Some college,0.325586625,West,HI
358,0,Black,0.5,30-39,Some college,0.501176682,North Central,MI
359,0,White,-0.5,18-29,No HS,0.6111147029999999,North Central,KS
360,1,White,0.5,50-59,Post-grad,0.59818561,North Central,MO
361,0,White,-0.5,50-59,Some college,0.506188355,South,FL
362,0,White,-0.5,60-69,HS,0.498029716,Northeast,NH
363,0,White,0.5,60-69,HS,0.473166666,West,CO
364,0,Black,0.5,40-49,No HS,0.382275815,Northeast,NY
365,0,Black,0.5,30-39,Some college,0.440013786,South,DE
366,0,Black,-0.5,18-29,4-Year College,0.506188355,South,FL
367,0,White,-0.5,18-29,4-Year College,0.59818561,North Central,MO
368,0,Other,-0.5,50-59,No HS,0.547132256,South,TX
369,0,White,-0.5,50-59,Some college,0.506188355,South,FL
370,0,White,0.5,70+,HS,0.506188355,South,FL
371,0,White,-0.5,70+,Post-grad,0.338717892,West,CA
372,1,White,0.5,50-59,HS,0.409799486,North Central,IL
373,0,White,-0.5,30-39,HS,0.601173095,North Central,IN
374,1,White,-0.5,30-39,HS,0.409799486,North Central,IL
375,1,White,-0.5,30-39,HS,0.542676846,North Central,OH
376,0,Black,-0.5,30-39,Some college,0.550635478,North Central,IA
377,0,White,0.5,30-39,No HS,0.547132256,South,TX
378,1,White,-0.5,60-69,HS,0.35983750299999995,South,MD
379,1,White,-0.5,60-69,HS,0.5037553579999999,Northeast,PA
380,1,White,-0.5,18-29,HS,0.6017167720000001,South,LA
381,0,White,-0.5,50-59,HS,0.35983750299999995,South,MD
382,0,White,-0.5,50-59,Some college,0.382275815,Northeast,NY
383,1,White,0.5,70+,4-Year College,0.518900234,West,AZ
384,1,White,0.5,70+,4-Year College,0.35348721299999997,Northeast,MA
385,1,White,-0.5,60-69,HS,0.5266117260000001,South,GA
386,1,White,-0.5,18-29,Some college,0.721610523,South,WV
387,1,White,-0.5,40-49,4-Year College,0.59818561,North Central,MO
388,0,Black,-0.5,30-39,4-Year College,0.6017167720000001,South,LA
389,1,White,0.5,30-39,HS,0.5266117260000001,South,GA
390,0,White,0.5,40-49,HS,0.382275815,Northeast,NY
391,0,White,-0.5,50-59,HS,0.382275815,Northeast,NY
392,0,White,-0.5,18-29,Some college,0.501176682,North Central,MI
393,0,White,0.5,18-29,Post-grad,0.547132256,South,TX
394,0,White,-0.5,60-69,HS,0.484032089,Northeast,ME
395,1,White,0.5,50-59,4-Year College,0.471736237,South,VA
396,1,White,-0.5,60-69,HS,0.574602564,South,SC
397,0,White,0.5,30-39,HS,0.471736237,South,VA
398,1,White,-0.5,30-39,HS,0.5037553579999999,Northeast,PA
399,1,Hispanic,-0.5,40-49,4-Year College,0.453492051,West,NM
400,0,Other,-0.5,18-29,HS,0.50407989,North Central,WI
401,0,White,0.5,70+,Some college,0.338717892,West,CA
402,1,White,0.5,18-29,HS,0.471736237,South,VA
403,0,White,-0.5,30-39,HS,0.519037458,South,NC
404,0,White,-0.5,30-39,4-Year College,0.382275815,Northeast,NY
405,1,White,-0.5,30-39,Post-grad,0.643741436,South,AL
406,0,White,-0.5,30-39,4-Year College,0.41213068799999997,West,WA
407,1,White,-0.5,18-29,HS,0.5266117260000001,South,GA
408,0,Black,-0.5,40-49,HS,0.5266117260000001,South,GA
409,0,White,-0.5,30-39,Some college,0.506188355,South,FL
410,0,Other,-0.5,18-29,HS,0.6354767410000001,North Central,NE
411,1,Hispanic,0.5,18-29,Some college,0.506188355,South,FL
412,0,Black,0.5,30-39,Some college,0.519037458,South,NC
413,1,White,0.5,40-49,4-Year College,0.601173095,North Central,IN
414,0,Hispanic,-0.5,30-39,HS,0.338717892,West,CA
415,0,Other,-0.5,30-39,4-Year College,0.35348721299999997,Northeast,MA
416,1,White,-0.5,60-69,4-Year College,0.6111147029999999,North Central,KS
417,1,Black,-0.5,18-29,4-Year College,0.519037458,South,NC
418,0,White,0.5,50-59,Post-grad,0.473166666,West,CO
419,1,White,-0.5,50-59,HS,0.409799486,North Central,IL
420,0,White,0.5,50-59,Some college,0.338717892,West,CA
421,1,White,0.5,70+,Some college,0.473166666,West,CO
422,1,White,0.5,40-49,HS,0.50407989,North Central,WI
423,0,Hispanic,-0.5,18-29,Some college,0.338717892,West,CA
424,0,White,-0.5,50-59,Some college,0.590898473,South,MS
425,1,White,-0.5,50-59,4-Year College,0.382275815,Northeast,NY
426,1,Other,-0.5,18-29,HS,0.338717892,West,CA
427,0,Black,-0.5,60-69,Some college,0.547132256,South,TX
428,1,White,-0.5,30-39,Some college,0.721610523,South,WV
429,0,White,0.5,50-59,4-Year College,0.35348721299999997,Northeast,MA
430,0,White,-0.5,18-29,Post-grad,0.42715809899999996,Northeast,NJ
431,1,Black,-0.5,30-39,4-Year College,0.5266117260000001,South,GA
432,1,White,0.5,70+,4-Year College,0.5266117260000001,South,GA
433,0,Hispanic,0.5,50-59,Some college,0.338717892,West,CA
434,1,White,-0.5,70+,4-Year College,0.42715809899999996,Northeast,NJ
435,0,Hispanic,-0.5,50-59,Some college,0.547132256,South,TX
