,abortion,eth,male,age,educ,repvote,region,state
126,1,White,0.5,70+,Some college,0.506188355,South,FL
127,0,White,-0.5,40-49,HS,0.35983750299999995,South,MD
128,0,White,-0.5,70+,Some college,0.623836582,West,UT
129,0,White,-0.5,60-69,HS,0.59818561,North Central,MO
130,1,Hispanic,0.5,18-29,HS,0.547132256,South,TX
131,1,White,0.5,60-69,Some college,0.5037553579999999,Northeast,PA
132,0,White,0.5,60-69,Some college,0.338717892,West,CA
133,1,White,0.5,50-59,HS,0.550635478,North Central,IA
134,0,White,0.5,70+,4-Year College,0.63624343,South,TN
135,0,White,-0.5,70+,4-Year College,0.491681431,North Central,MN
136,1,White,-0.5,50-59,Some college,0.382275815,Northeast,NY
137,0,Hispanic,0.5,70+,HS,0.409799486,North Central,IL
138,1,White,0.5,70+,HS,0.518900234,West,AZ
139,0,White,0.5,60-69,4-Year College,0.338717892,West,CA
140,1,Other,-0.5,30-39,Some college,0.518900234,West,AZ
141,0,Black,-0.5,18-29,4-Year College,0.63624343,South,TN
142,0,White,-0.5,70+,HS,0.506188355,South,FL
143,1,White,0.5,70+,HS,0.41213068799999997,West,WA
144,0,White,-0.5,18-29,Some college,0.519037458,South,NC
145,0,Black,-0.5,18-29,Some college,0.5266117260000001,South,GA
146,1,Other,-0.5,70+,Some college,0.518900234,West,AZ
147,0,White,0.5,50-59,4-Year College,0.41213068799999997,West,WA
148,0,White,0.5,60-69,4-Year College,0.42715809899999996,Northeast,NJ
149,0,Black,-0.5,40-49,HS,0.471736237,South,VA
150,1,White,0.5,60-69,Post-grad,0.63624343,South,TN
151,1,White,-0.5,60-69,Some college,0.506188355,South,FL
152,1,White,0.5,70+,HS,0.382275815,Northeast,NY
153,1,White,-0.5,40-49,4-Year College,0.491681431,North Central,MN
154,1,White,-0.5,40-49,HS,0.416892959,Northeast,RI
155,0,White,-0.5,60-69,4-Year College,0.519037458,South,NC
156,1,White,0.5,50-59,Post-grad,0.506188355,South,FL
157,0,Other,0.5,40-49,Some college,0.59818561,North Central,MO
158,0,White,0.5,30-39,Some college,0.643741436,South,AL
159,1,White,0.5,60-69,HS,0.583856547,West,AK
160,1,White,-0.5,70+,Some college,0.338717892,West,CA
161,1,Other,-0.5,30-39,Some college,0.506188355,South,FL
162,0,White,0.5,50-59,4-Year College,0.601173095,North Central,IN
163,1,White,-0.5,18-29,4-Year College,0.382275815,Northeast,NY
164,1,White,-0.5,40-49,Some college,0.590898473,South,MS
165,1,White,-0.5,40-49,4-Year College,0.5037553579999999,Northeast,PA
166,1,White,0.5,70+,4-Year College,0.63624343,South,TN
167,0,White,-0.5,50-59,Some college,0.506188355,South,FL
168,1,White,-0.5,50-59,Some college,0.623836582,West,UT
169,0,White,0.5,50-59,HS,0.501176682,North Central,MI
170,1,White,0.5,40-49,HS,0.643741436,South,AL
171,1,White,-0.5,70+,Some college,0.547132256,South,TX
172,0,White,-0.5,60-69,Post-grad,0.542676846,North Central,OH
173,1,White,0.5,40-49,4-Year College,0.65670629,South,KY
174,0,White,-0.5,70+,HS,0.683101767,West,ID
175,0,White,-0.5,60-69,Post-grad,0.6111147029999999,North Central,KS
176,0,Hispanic,-0.5,50-59,Some college,0.438441611,West,OR
177,1,White,0.5,70+,Some college,0.518900234,West,AZ
178,0,White,0.5,50-59,Some college,0.59818561,North Central,MO
179,0,White,0.5,70+,HS,0.506188355,South,FL
180,1,Other,0.5,70+,Some college,0.438441611,West,OR
181,0,White,-0.5,60-69,HS,0.35348721299999997,Northeast,MA
182,0,Hispanic,-0.5,40-49,HS,0.382275815,Northeast,NY
183,1,White,-0.5,60-69,HS,0.542676846,North Central,OH
184,1,White,-0.5,18-29,Some college,0.601173095,North Central,IN
185,0,White,-0.5,50-59,No HS,0.550635478,North Central,IA
186,1,White,-0.5,60-69,HS,0.382275815,Northeast,NY
187,0,White,-0.5,60-69,Some college,0.550635478,North Central,IA
188,0,White,-0.5,50-59,4-Year College,0.542676846,North Central,OH
189,0,White,-0.5,18-29,Some college,0.5266117260000001,South,GA
190,1,White,0.5,50-59,HS,0.643741436,South,AL
191,1,White,0.5,70+,Some college,0.547132256,South,TX
192,0,Hispanic,-0.5,18-29,4-Year College,0.338717892,West,CA
193,0,White,0.5,60-69,Some college,0.506188355,South,FL
194,1,White,0.5,60-69,No HS,0.542676846,North Central,OH
195,0,White,0.5,50-59,4-Year College,0.506188355,South,FL
196,0,White,-0.5,30-39,HS,0.501176682,North Central,MI
197,1,White,-0.5,60-69,HS,0.542676846,North Central,OH
198,1,White,0.5,70+,4-Year College,0.590898473,South,MS
199,0,White,-0.5,60-69,Some college,0.542676846,North Central,OH
200,0,White,0.5,30-39,Post-grad,0.35983750299999995,South,MD
201,0,White,0.5,70+,Post-grad,0.438441611,West,OR
202,0,White,0.5,70+,Post-grad,0.550635478,North Central,IA
203,0,White,-0.5,60-69,Post-grad,0.35983750299999995,South,MD
204,1,White,-0.5,50-59,Some college,0.547132256,South,TX
205,1,White,-0.5,70+,4-Year College,0.547132256,South,TX
206,1,White,-0.5,70+,Some college,0.338717892,West,CA
207,1,Other,-0.5,30-39,Post-grad,0.6017167720000001,South,LA
208,1,White,0.5,60-69,4-Year College,0.547132256,South,TX
209,0,Other,0.5,18-29,HS,0.506188355,South,FL
210,1,White,0.5,40-49,Some college,0.65670629,South,KY
211,1,White,-0.5,60-69,HS,0.438441611,West,OR
212,0,White,0.5,70+,HS,0.438441611,West,OR
213,0,White,0.5,60-69,Post-grad,0.506188355,South,FL
214,1,White,-0.5,70+,HS,0.574602564,South,SC
215,0,White,0.5,60-69,HS,0.440013786,South,DE
216,1,White,0.5,50-59,HS,0.6428513770000001,South,AR
217,0,White,-0.5,50-59,4-Year College,0.59818561,North Central,MO
218,0,White,0.5,70+,4-Year College,0.487062906,West,NV
219,1,White,-0.5,50-59,HS,0.643741436,South,AL
220,1,Hispanic,0.5,50-59,4-Year College,0.547132256,South,TX
221,1,White,0.5,40-49,4-Year College,0.471736237,South,VA
222,0,Hispanic,0.5,70+,Some college,0.518900234,West,AZ
223,0,White,0.5,50-59,Some college,0.506188355,South,FL
224,0,White,-0.5,70+,HS,0.491681431,North Central,MN
225,1,White,0.5,60-69,4-Year College,0.471736237,South,VA
226,0,White,-0.5,60-69,HS,0.471736237,South,VA
227,1,White,-0.5,50-59,Some college,0.519037458,South,NC
228,0,Black,0.5,40-49,4-Year College,0.382275815,Northeast,NY
229,1,White,0.5,40-49,Some college,0.547132256,South,TX
230,1,White,0.5,40-49,HS,0.473166666,West,CO
231,0,White,-0.5,30-39,HS,0.542676846,North Central,OH
232,1,White,-0.5,70+,HS,0.59818561,North Central,MO
233,1,White,0.5,50-59,Some college,0.518900234,West,AZ
234,0,Black,-0.5,30-39,Post-grad,0.643741436,South,AL
235,1,White,0.5,70+,Some college,0.473166666,West,CO
236,0,White,0.5,50-59,HS,0.471736237,South,VA
237,1,White,-0.5,70+,4-Year College,0.518900234,West,AZ
238,1,White,-0.5,18-29,Some college,0.506188355,South,FL
239,1,White,-0.5,50-59,Some college,0.574602564,South,SC
240,1,White,-0.5,40-49,4-Year College,0.473166666,West,CO
241,1,White,0.5,60-69,Some college,0.501176682,North Central,MI
242,0,White,0.5,70+,Some college,0.5266117260000001,South,GA
243,1,White,-0.5,30-39,Some college,0.471736237,South,VA
244,0,White,-0.5,60-69,Some college,0.5037553579999999,Northeast,PA
245,1,White,0.5,50-59,HS,0.453492051,West,NM
246,0,White,-0.5,50-59,Some college,0.50407989,North Central,WI
247,1,Black,0.5,60-69,HS,0.338717892,West,CA
248,0,Black,-0.5,30-39,Some college,0.643741436,South,AL
249,0,White,0.5,50-59,HS,0.41213068799999997,West,WA
250,1,White,0.5,60-69,Some college,0.5037553579999999,Northeast,PA
251,0,White,0.5,30-39,4-Year College,0.547132256,South,TX
252,1,White,0.5,70+,Some college,0.547132256,South,TX
253,1,White,0.5,70+,Some college,0.471736237,South,VA
254,1,White,-0.5,50-59,Some college,0.59818561,North Central,MO
255,1,Black,-0.5,18-29,Some college,0.574602564,South,SC
256,1,White,-0.5,70+,Some college,0.409799486,North Central,IL
257,0,White,0.5,60-69,Some college,0.59818561,North Central,MO
258,0,Black,0.5,50-59,Some college,0.338717892,West,CA
259,1,White,0.5,30-39,HS,0.471736237,South,VA
260,0,White,0.5,50-59,HS,0.491681431,North Central,MN
261,1,White,0.5,60-69,Some college,0.63624343,South,TN
262,0,White,0.5,70+,HS,0.5037553579999999,Northeast,PA
263,0,White,0.5,18-29,Some college,0.659718581,North Central,SD
264,1,White,0.5,60-69,4-Year College,0.338717892,West,CA
265,1,White,0.5,50-59,HS,0.42715809899999996,Northeast,NJ
266,0,White,0.5,40-49,HS,0.382275815,Northeast,NY
267,1,White,-0.5,60-69,4-Year College,0.438441611,West,OR
268,0,Other,-0.5,18-29,HS,0.338717892,West,CA
269,0,Black,-0.5,60-69,Some college,0.547132256,South,TX
270,1,White,0.5,50-59,HS,0.473166666,West,CO
271,0,White,0.5,18-29,4-Year College,0.338717892,West,CA
272,1,White,-0.5,50-59,4-Year College,0.338717892,West,CA
273,0,Black,0.5,50-59,HS,0.338717892,West,CA
274,1,White,0.5,40-49,4-Year College,0.382275815,Northeast,NY
275,1,White,-0.5,70+,Some college,0.5037553579999999,Northeast,PA
276,1,Other,-0.5,40-49,HS,0.473166666,West,CO
277,1,White,-0.5,60-69,HS,0.542676846,North Central,OH
278,0,White,-0.5,18-29,HS,0.643741436,South,AL
279,0,White,-0.5,18-29,Post-grad,0.5037553579999999,Northeast,PA
280,0,White,-0.5,70+,HS,0.5037553579999999,Northeast,PA
281,0,White,0.5,70+,4-Year College,0.41213068799999997,West,WA
282,0,White,-0.5,18-29,Some college,0.506188355,South,FL
283,0,White,0.5,60-69,No HS,0.65670629,South,KY
284,0,White,-0.5,50-59,Post-grad,0.409799486,North Central,IL
285,0,White,-0.5,30-39,HS,0.338717892,West,CA
286,1,White,-0.5,60-69,4-Year College,0.547132256,South,TX
287,0,White,0.5,40-49,HS,0.5037553579999999,Northeast,PA
288,1,White,0.5,60-69,HS,0.59818561,North Central,MO
289,1,White,-0.5,40-49,4-Year College,0.5037553579999999,Northeast,PA
290,0,White,-0.5,50-59,Some college,0.601173095,North Central,IN
291,0,White,-0.5,50-59,HS,0.5266117260000001,South,GA
292,0,White,-0.5,40-49,Some college,0.484032089,Northeast,ME
293,0,White,0.5,60-69,Post-grad,0.518900234,West,AZ
294,0,White,-0.5,30-39,HS,0.542676846,North Central,OH
295,1,Other,0.5,70+,Some college,0.338717892,West,CA
296,0,White,0.5,70+,Some college,0.5037553579999999,Northeast,PA
297,0,White,-0.5,18-29,HS,0.382275815,Northeast,NY
298,0,White,-0.5,30-39,Some college,0.542676846,North Central,OH
299,0,White,-0.5,50-59,Post-grad,0.473166666,West,CO
300,1,White,-0.5,60-69,HS,0.382275815,Northeast,NY
301,0,White,0.5,50-59,HS,0.65670629,South,KY
302,0,White,0.5,70+,HS,0.501176682,North Central,MI
303,0,White,-0.5,18-29,Some college,0.5266117260000001,South,GA
304,1,White,0.5,40-49,Some college,0.42715809899999996,Northeast,NJ
305,0,White,-0.5,18-29,Some college,0.42715809899999996,Northeast,NJ
306,1,White,-0.5,70+,HS,0.42715809899999996,Northeast,NJ
307,0,Hispanic,-0.5,50-59,Post-grad,0.338717892,West,CA
308,0,White,-0.5,60-69,Post-grad,0.547132256,South,TX
309,0,White,-0.5,30-39,4-Year College,0.506188355,South,FL
310,0,White,0.5,50-59,Some college,0.382275815,Northeast,NY
311,0,White,-0.5,50-59,4-Year College,0.5037553579999999,Northeast,PA
312,0,White,-0.5,18-29,HS,0.506188355,South,FL
313,0,White,-0.5,50-59,Some college,0.338717892,West,CA
314,1,Black,0.5,30-39,4-Year College,0.574602564,South,SC
315,1,White,-0.5,40-49,Some college,0.643741436,South,AL
316,1,White,-0.5,50-59,HS,0.63624343,South,TN
317,1,White,-0.5,60-69,Post-grad,0.601173095,North Central,IN
318,0,White,-0.5,70+,4-Year College,0.41213068799999997,West,WA
319,1,Hispanic,-0.5,50-59,4-Year College,0.35983750299999995,South,MD
320,1,White,-0.5,40-49,HS,0.6017167720000001,South,LA
321,0,White,-0.5,70+,HS,0.501176682,North Central,MI
322,1,White,-0.5,60-69,4-Year College,0.409799486,North Central,IL
323,0,Black,-0.5,30-39,HS,0.542676846,North Central,OH
324,0,Black,-0.5,50-59,Post-grad,0.501176682,North Central,MI
325,1,White,0.5,70+,4-Year College,0.34813573700000006,Northeast,VT
326,0,White,-0.5,30-39,Post-grad,0.471736237,South,VA
327,0,White,-0.5,70+,No HS,0.519037458,South,NC
328,1,White,-0.5,60-69,4-Year College,0.6111147029999999,North Central,KS
329,1,Hispanic,-0.5,30-39,No HS,0.547132256,South,TX
330,1,Other,0.5,70+,Some college,0.683101767,West,ID
331,1,White,0.5,70+,Post-grad,0.506188355,South,FL
332,0,White,0.5,70+,HS,0.547132256,South,TX
333,0,White,-0.5,70+,Some college,0.547132256,South,TX
334,0,White,-0.5,70+,HS,0.698092429,North Central,ND
335,0,White,0.5,18-29,4-Year College,0.547132256,South,TX
336,1,Hispanic,-0.5,18-29,HS,0.487062906,West,NV
337,1,White,-0.5,60-69,HS,0.5266117260000001,South,GA
338,0,White,-0.5,18-29,HS,0.453492051,West,NM
339,1,Hispanic,-0.5,30-39,HS,0.547132256,South,TX
340,0,White,-0.5,60-69,4-Year College,0.506188355,South,FL
341,0,White,0.5,40-49,HS,0.5037553579999999,Northeast,PA
342,1,Other,-0.5,18-29,Some college,0.59818561,North Central,MO
343,0,White,0.5,40-49,Some college,0.41213068799999997,West,WA
344,1,White,0.5,60-69,Some college,0.42715809899999996,Northeast,NJ
345,0,White,-0.5,40-49,Some college,0.50407989,North Central,WI
346,1,White,0.5,70+,Some college,0.338717892,West,CA
347,0,White,-0.5,30-39,Some college,0.643741436,South,AL
348,0,White,0.5,50-59,No HS,0.63624343,South,TN
349,0,Black,-0.5,60-69,Some college,0.590898473,South,MS
350,0,White,0.5,50-59,Some college,0.338717892,West,CA
351,1,White,0.5,70+,HS,0.491681431,North Central,MN
352,1,White,0.5,70+,Post-grad,0.518900234,West,AZ
353,1,Hispanic,-0.5,30-39,HS,0.547132256,South,TX
354,0,White,-0.5,18-29,HS,0.547132256,South,TX
355,0,White,0.5,18-29,Some college,0.6111147029999999,North Central,KS
356,1,White,0.5,50-59,Post-grad,0.601173095,North Central,IN
357,0,White,-0.5,18-29,4-Year College,0.550635478,North Central,IA
358,1,White,0.5,60-69,4-Year College,0.519037458,South,NC
359,1,White,0.5,60-69,Post-grad,0.693047372,South,OK
360,0,White,0.5,30-39,HS,0.50407989,North Central,WI
361,1,White,0.5,60-69,HS,0.519037458,South,NC
362,0,White,-0.5,70+,Some college,0.338717892,West,CA
363,0,White,-0.5,18-29,Some college,0.338717892,West,CA
364,1,White,-0.5,60-69,Post-grad,0.506188355,South,FL
365,1,Hispanic,0.5,70+,HS,0.42715809899999996,Northeast,NJ
366,1,White,-0.5,70+,HS,0.519037458,South,NC
367,1,White,-0.5,60-69,4-Year College,0.491681431,North Central,MN
368,0,White,0.5,70+,HS,0.5037553579999999,Northeast,PA
369,0,White,-0.5,60-69,Post-grad,0.382275815,Northeast,NY
370,1,White,0.5,70+,HS,0.547132256,South,TX
371,1,White,0.5,40-49,Post-grad,0.721610523,South,WV
372,0,White,0.5,60-69,Post-grad,0.382275815,Northeast,NY
373,1,White,0.5,70+,4-Year College,0.416892959,Northeast,RI
374,1,White,0.5,70+,4-Year College,0.623836582,West,UT
375,0,White,0.5,70+,Post-grad,0.35983750299999995,South,MD
376,1,White,0.5,60-69,4-Year College,0.338717892,West,CA
377,1,White,-0.5,60-69,HS,0.35348721299999997,Northeast,MA
378,1,White,-0.5,60-69,HS,0.5266117260000001,South,GA
379,0,Hispanic,0.5,70+,Post-grad,0.518900234,West,AZ
380,0,Black,-0.5,30-39,HS,0.547132256,South,TX
381,1,White,-0.5,18-29,4-Year College,0.35348721299999997,Northeast,MA
382,0,Other,-0.5,70+,Post-grad,0.601173095,North Central,IN
383,0,White,-0.5,60-69,HS,0.721610523,South,WV
384,1,White,-0.5,70+,HS,0.42715809899999996,Northeast,NJ
385,0,White,-0.5,60-69,HS,0.693047372,South,OK
386,1,White,0.5,70+,No HS,0.59818561,North Central,MO
387,1,White,-0.5,30-39,Some college,0.547132256,South,TX
388,1,White,-0.5,18-29,HS,0.6354767410000001,North Central,NE
389,0,White,-0.5,50-59,Some college,0.518900234,West,AZ
390,1,White,0.5,70+,4-Year College,0.63624343,South,TN
391,0,White,-0.5,60-69,HS,0.35348721299999997,Northeast,MA
392,1,White,0.5,18-29,4-Year College,0.409799486,North Central,IL
393,1,White,-0.5,70+,Some college,0.643741436,South,AL
394,1,Black,-0.5,40-49,4-Year College,0.35983750299999995,South,MD
395,1,White,-0.5,60-69,HS,0.382275815,Northeast,NY
396,0,White,-0.5,70+,HS,0.550635478,North Central,IA
397,0,Black,-0.5,18-29,4-Year College,0.35983750299999995,South,MD
398,0,Other,-0.5,30-39,4-Year College,0.41213068799999997,West,WA
399,1,White,0.5,70+,4-Year College,0.35348721299999997,Northeast,MA
400,0,Black,-0.5,60-69,HS,0.63624343,South,TN
401,0,White,0.5,50-59,Some college,0.487062906,West,NV
402,1,Black,0.5,40-49,HS,0.506188355,South,FL
403,0,White,-0.5,60-69,HS,0.506188355,South,FL
404,0,White,-0.5,60-69,4-Year College,0.506188355,South,FL
405,0,Black,0.5,40-49,HS,0.338717892,West,CA
406,1,White,-0.5,60-69,Some college,0.590898473,South,MS
407,0,White,0.5,60-69,HS,0.501176682,North Central,MI
408,1,White,0.5,70+,4-Year College,0.5266117260000001,South,GA
409,0,White,0.5,40-49,4-Year College,0.65670629,South,KY
410,0,White,0.5,50-59,Some college,0.5037553579999999,Northeast,PA
411,1,White,-0.5,50-59,Post-grad,0.547132256,South,TX
412,0,White,-0.5,70+,Post-grad,0.35983750299999995,South,MD
413,0,Other,-0.5,18-29,HS,0.471736237,South,VA
414,0,Black,-0.5,50-59,Some college,0.382275815,Northeast,NY
415,0,White,-0.5,60-69,Post-grad,0.34813573700000006,Northeast,VT
416,0,White,-0.5,50-59,HS,0.382275815,Northeast,NY
417,1,White,-0.5,70+,Some college,0.542676846,North Central,OH
418,1,White,-0.5,30-39,Some college,0.59818561,North Central,MO
419,0,White,0.5,50-59,4-Year College,0.501176682,North Central,MI
420,1,White,0.5,40-49,Some college,0.5266117260000001,South,GA
421,1,Hispanic,0.5,50-59,No HS,0.338717892,West,CA
422,1,White,0.5,50-59,HS,0.601173095,North Central,IN
423,0,White,-0.5,70+,No HS,0.409799486,North Central,IL
424,0,White,-0.5,40-49,HS,0.35348721299999997,Northeast,MA
425,1,White,-0.5,18-29,Some college,0.501176682,North Central,MI
426,0,Other,-0.5,40-49,HS,0.5266117260000001,South,GA
427,0,Black,-0.5,50-59,Post-grad,0.487062906,West,NV
428,0,White,-0.5,40-49,Post-grad,0.416892959,Northeast,RI
429,1,White,0.5,70+,Post-grad,0.63624343,South,TN
430,1,Other,0.5,40-49,Post-grad,0.338717892,West,CA
431,1,White,0.5,70+,4-Year College,0.63624343,South,TN
432,1,White,0.5,60-69,Some college,0.574602564,South,SC
433,1,White,0.5,60-69,HS,0.506188355,South,FL
434,0,White,-0.5,60-69,Post-grad,0.487062906,West,NV
435,1,Hispanic,-0.5,30-39,4-Year College,0.547132256,South,TX
436,0,White,-0.5,70+,HS,0.506188355,South,FL
437,1,White,-0.5,30-39,4-Year College,0.601173095,North Central,IN
438,0,White,-0.5,30-39,HS,0.574602564,South,SC
439,0,White,0.5,60-69,HS,0.338717892,West,CA
440,0,White,0.5,60-69,HS,0.409799486,North Central,IL
441,1,White,0.5,70+,4-Year College,0.547132256,South,TX
